Data,Contagem,Links
06/1982,71,https://nuforc.org/webreports/ndxe198206.html
05/1982,18,https://nuforc.org/webreports/ndxe198205.html
04/1982,5,https://nuforc.org/webreports/ndxe198204.html
03/1982,3,https://nuforc.org/webreports/ndxe198203.html
02/1982,5,https://nuforc.org/webreports/ndxe198202.html
01/1982,8,https://nuforc.org/webreports/ndxe198201.html
12/1981,7,https://nuforc.org/webreports/ndxe198112.html
11/1981,13,https://nuforc.org/webreports/ndxe198111.html
10/1981,18,https://nuforc.org/webreports/ndxe198110.html
09/1981,23,https://nuforc.org/webreports/ndxe198109.html
08/1981,25,https://nuforc.org/webreports/ndxe198108.html
07/1981,26,https://nuforc.org/webreports/ndxe198107.html
06/1981,57,https://nuforc.org/webreports/ndxe198106.html
05/1981,16,https://nuforc.org/webreports/ndxe198105.html
04/1981,12,https://nuforc.org/webreports/ndxe198104.html
03/1981,6,https://nuforc.org/webreports/ndxe198103.html
02/1981,4,https://nuforc.org/webreports/ndxe198102.html
01/1981,13,https://nuforc.org/webreports/ndxe198101.html
12/1980,20,https://nuforc.org/webreports/ndxe198012.html
11/1980,7,https://nuforc.org/webreports/ndxe198011.html
10/1980,30,https://nuforc.org/webreports/ndxe198010.html
09/1980,26,https://nuforc.org/webreports/ndxe198009.html
08/1980,30,https://nuforc.org/webreports/ndxe198008.html
07/1980,47,https://nuforc.org/webreports/ndxe198007.html
06/1980,90,https://nuforc.org/webreports/ndxe198006.html
05/1980,25,https://nuforc.org/webreports/ndxe198005.html
04/1980,7,https://nuforc.org/webreports/ndxe198004.html
03/1980,15,https://nuforc.org/webreports/ndxe198003.html
02/1980,8,https://nuforc.org/webreports/ndxe198002.html
01/1980,16,https://nuforc.org/webreports/ndxe198001.html
12/1979,10,https://nuforc.org/webreports/ndxe197912.html
11/1979,22,https://nuforc.org/webreports/ndxe197911.html
10/1979,21,https://nuforc.org/webreports/ndxe197910.html
09/1979,31,https://nuforc.org/webreports/ndxe197909.html
08/1979,34,https://nuforc.org/webreports/ndxe197908.html
07/1979,46,https://nuforc.org/webreports/ndxe197907.html
06/1979,84,https://nuforc.org/webreports/ndxe197906.html
05/1979,19,https://nuforc.org/webreports/ndxe197905.html
04/1979,18,https://nuforc.org/webreports/ndxe197904.html
03/1979,16,https://nuforc.org/webreports/ndxe197903.html
02/1979,12,https://nuforc.org/webreports/ndxe197902.html
01/1979,12,https://nuforc.org/webreports/ndxe197901.html
12/1978,17,https://nuforc.org/webreports/ndxe197812.html
11/1978,27,https://nuforc.org/webreports/ndxe197811.html
10/1978,30,https://nuforc.org/webreports/ndxe197810.html
09/1978,25,https://nuforc.org/webreports/ndxe197809.html
08/1978,69,https://nuforc.org/webreports/ndxe197808.html
07/1978,90,https://nuforc.org/webreports/ndxe197807.html
06/1978,93,https://nuforc.org/webreports/ndxe197806.html
05/1978,21,https://nuforc.org/webreports/ndxe197805.html
04/1978,17,https://nuforc.org/webreports/ndxe197804.html
03/1978,17,https://nuforc.org/webreports/ndxe197803.html
02/1978,14,https://nuforc.org/webreports/ndxe197802.html
01/1978,21,https://nuforc.org/webreports/ndxe197801.html
12/1977,14,https://nuforc.org/webreports/ndxe197712.html
11/1977,16,https://nuforc.org/webreports/ndxe197711.html
10/1977,22,https://nuforc.org/webreports/ndxe197710.html
09/1977,25,https://nuforc.org/webreports/ndxe197709.html
08/1977,41,https://nuforc.org/webreports/ndxe197708.html
07/1977,84,https://nuforc.org/webreports/ndxe197707.html
06/1977,82,https://nuforc.org/webreports/ndxe197706.html
05/1977,25,https://nuforc.org/webreports/ndxe197705.html
04/1977,14,https://nuforc.org/webreports/ndxe197704.html
03/1977,20,https://nuforc.org/webreports/ndxe197703.html
02/1977,6,https://nuforc.org/webreports/ndxe197702.html
01/1977,15,https://nuforc.org/webreports/ndxe197701.html
12/1976,16,https://nuforc.org/webreports/ndxe197612.html
11/1976,20,https://nuforc.org/webreports/ndxe197611.html
10/1976,23,https://nuforc.org/webreports/ndxe197610.html
09/1976,34,https://nuforc.org/webreports/ndxe197609.html
08/1976,34,https://nuforc.org/webreports/ndxe197608.html
07/1976,72,https://nuforc.org/webreports/ndxe197607.html
06/1976,116,https://nuforc.org/webreports/ndxe197606.html
05/1976,17,https://nuforc.org/webreports/ndxe197605.html
04/1976,10,https://nuforc.org/webreports/ndxe197604.html
03/1976,5,https://nuforc.org/webreports/ndxe197603.html
02/1976,11,https://nuforc.org/webreports/ndxe197602.html
01/1976,12,https://nuforc.org/webreports/ndxe197601.html
12/1975,16,https://nuforc.org/webreports/ndxe197512.html
11/1975,20,https://nuforc.org/webreports/ndxe197511.html
10/1975,37,https://nuforc.org/webreports/ndxe197510.html
09/1975,27,https://nuforc.org/webreports/ndxe197509.html
08/1975,46,https://nuforc.org/webreports/ndxe197508.html
07/1975,67,https://nuforc.org/webreports/ndxe197507.html
06/1975,127,https://nuforc.org/webreports/ndxe197506.html
05/1975,14,https://nuforc.org/webreports/ndxe197505.html
04/1975,16,https://nuforc.org/webreports/ndxe197504.html
03/1975,14,https://nuforc.org/webreports/ndxe197503.html
02/1975,5,https://nuforc.org/webreports/ndxe197502.html
01/1975,17,https://nuforc.org/webreports/ndxe197501.html
12/1974,8,https://nuforc.org/webreports/ndxe197412.html
11/1974,24,https://nuforc.org/webreports/ndxe197411.html
10/1974,33,https://nuforc.org/webreports/ndxe197410.html
09/1974,33,https://nuforc.org/webreports/ndxe197409.html
08/1974,42,https://nuforc.org/webreports/ndxe197408.html
07/1974,56,https://nuforc.org/webreports/ndxe197407.html
06/1974,88,https://nuforc.org/webreports/ndxe197406.html
05/1974,23,https://nuforc.org/webreports/ndxe197405.html
04/1974,20,https://nuforc.org/webreports/ndxe197404.html
03/1974,7,https://nuforc.org/webreports/ndxe197403.html
02/1974,5,https://nuforc.org/webreports/ndxe197402.html
01/1974,14,https://nuforc.org/webreports/ndxe197401.html
12/1973,5,https://nuforc.org/webreports/ndxe197312.html
11/1973,22,https://nuforc.org/webreports/ndxe197311.html
10/1973,53,https://nuforc.org/webreports/ndxe197310.html
09/1973,27,https://nuforc.org/webreports/ndxe197309.html
08/1973,28,https://nuforc.org/webreports/ndxe197308.html
07/1973,48,https://nuforc.org/webreports/ndxe197307.html
06/1973,68,https://nuforc.org/webreports/ndxe197306.html
05/1973,13,https://nuforc.org/webreports/ndxe197305.html
04/1973,12,https://nuforc.org/webreports/ndxe197304.html
03/1973,12,https://nuforc.org/webreports/ndxe197303.html
02/1973,9,https://nuforc.org/webreports/ndxe197302.html
01/1973,7,https://nuforc.org/webreports/ndxe197301.html
12/1972,7,https://nuforc.org/webreports/ndxe197212.html
11/1972,8,https://nuforc.org/webreports/ndxe197211.html
10/1972,21,https://nuforc.org/webreports/ndxe197210.html
09/1972,19,https://nuforc.org/webreports/ndxe197209.html
08/1972,26,https://nuforc.org/webreports/ndxe197208.html
07/1972,35,https://nuforc.org/webreports/ndxe197207.html
06/1972,79,https://nuforc.org/webreports/ndxe197206.html
05/1972,12,https://nuforc.org/webreports/ndxe197205.html
04/1972,3,https://nuforc.org/webreports/ndxe197204.html
03/1972,10,https://nuforc.org/webreports/ndxe197203.html
02/1972,2,https://nuforc.org/webreports/ndxe197202.html
01/1972,5,https://nuforc.org/webreports/ndxe197201.html
12/1971,2,https://nuforc.org/webreports/ndxe197112.html
11/1971,7,https://nuforc.org/webreports/ndxe197111.html
10/1971,11,https://nuforc.org/webreports/ndxe197110.html
09/1971,17,https://nuforc.org/webreports/ndxe197109.html
08/1971,17,https://nuforc.org/webreports/ndxe197108.html
07/1971,25,https://nuforc.org/webreports/ndxe197107.html
06/1971,42,https://nuforc.org/webreports/ndxe197106.html
05/1971,10,https://nuforc.org/webreports/ndxe197105.html
04/1971,10,https://nuforc.org/webreports/ndxe197104.html
03/1971,2,https://nuforc.org/webreports/ndxe197103.html
02/1971,8,https://nuforc.org/webreports/ndxe197102.html
01/1971,7,https://nuforc.org/webreports/ndxe197101.html
12/1970,9,https://nuforc.org/webreports/ndxe197012.html
11/1970,7,https://nuforc.org/webreports/ndxe197011.html
10/1970,16,https://nuforc.org/webreports/ndxe197010.html
09/1970,15,https://nuforc.org/webreports/ndxe197009.html
08/1970,20,https://nuforc.org/webreports/ndxe197008.html
07/1970,31,https://nuforc.org/webreports/ndxe197007.html
06/1970,65,https://nuforc.org/webreports/ndxe197006.html
05/1970,14,https://nuforc.org/webreports/ndxe197005.html
04/1970,6,https://nuforc.org/webreports/ndxe197004.html
03/1970,6,https://nuforc.org/webreports/ndxe197003.html
02/1970,6,https://nuforc.org/webreports/ndxe197002.html
01/1970,13,https://nuforc.org/webreports/ndxe197001.html
12/1969,7,https://nuforc.org/webreports/ndxe196912.html
11/1969,12,https://nuforc.org/webreports/ndxe196911.html
10/1969,19,https://nuforc.org/webreports/ndxe196910.html
09/1969,7,https://nuforc.org/webreports/ndxe196909.html
08/1969,30,https://nuforc.org/webreports/ndxe196908.html
07/1969,41,https://nuforc.org/webreports/ndxe196907.html
06/1969,53,https://nuforc.org/webreports/ndxe196906.html
05/1969,10,https://nuforc.org/webreports/ndxe196905.html
04/1969,6,https://nuforc.org/webreports/ndxe196904.html
03/1969,6,https://nuforc.org/webreports/ndxe196903.html
02/1969,2,https://nuforc.org/webreports/ndxe196902.html
01/1969,10,https://nuforc.org/webreports/ndxe196901.html
12/1968,9,https://nuforc.org/webreports/ndxe196812.html
11/1968,9,https://nuforc.org/webreports/ndxe196811.html
10/1968,27,https://nuforc.org/webreports/ndxe196810.html
09/1968,16,https://nuforc.org/webreports/ndxe196809.html
08/1968,31,https://nuforc.org/webreports/ndxe196808.html
07/1968,53,https://nuforc.org/webreports/ndxe196807.html
06/1968,90,https://nuforc.org/webreports/ndxe196806.html
05/1968,17,https://nuforc.org/webreports/ndxe196805.html
04/1968,13,https://nuforc.org/webreports/ndxe196804.html
03/1968,2,https://nuforc.org/webreports/ndxe196803.html
02/1968,4,https://nuforc.org/webreports/ndxe196802.html
01/1968,18,https://nuforc.org/webreports/ndxe196801.html
12/1967,4,https://nuforc.org/webreports/ndxe196712.html
11/1967,12,https://nuforc.org/webreports/ndxe196711.html
10/1967,22,https://nuforc.org/webreports/ndxe196710.html
09/1967,27,https://nuforc.org/webreports/ndxe196709.html
08/1967,45,https://nuforc.org/webreports/ndxe196708.html
07/1967,22,https://nuforc.org/webreports/ndxe196707.html
06/1967,79,https://nuforc.org/webreports/ndxe196706.html
05/1967,12,https://nuforc.org/webreports/ndxe196705.html
04/1967,19,https://nuforc.org/webreports/ndxe196704.html
03/1967,7,https://nuforc.org/webreports/ndxe196703.html
02/1967,6,https://nuforc.org/webreports/ndxe196702.html
01/1967,6,https://nuforc.org/webreports/ndxe196701.html
12/1966,7,https://nuforc.org/webreports/ndxe196612.html
11/1966,17,https://nuforc.org/webreports/ndxe196611.html
10/1966,20,https://nuforc.org/webreports/ndxe196610.html
09/1966,22,https://nuforc.org/webreports/ndxe196609.html
08/1966,23,https://nuforc.org/webreports/ndxe196608.html
07/1966,27,https://nuforc.org/webreports/ndxe196607.html
06/1966,87,https://nuforc.org/webreports/ndxe196606.html
05/1966,17,https://nuforc.org/webreports/ndxe196605.html
04/1966,13,https://nuforc.org/webreports/ndxe196604.html
03/1966,18,https://nuforc.org/webreports/ndxe196603.html
02/1966,3,https://nuforc.org/webreports/ndxe196602.html
01/1966,7,https://nuforc.org/webreports/ndxe196601.html
12/1965,17,https://nuforc.org/webreports/ndxe196512.html
11/1965,10,https://nuforc.org/webreports/ndxe196511.html
10/1965,23,https://nuforc.org/webreports/ndxe196510.html
09/1965,11,https://nuforc.org/webreports/ndxe196509.html
08/1965,34,https://nuforc.org/webreports/ndxe196508.html
07/1965,38,https://nuforc.org/webreports/ndxe196507.html
06/1965,70,https://nuforc.org/webreports/ndxe196506.html
05/1965,11,https://nuforc.org/webreports/ndxe196505.html
04/1965,10,https://nuforc.org/webreports/ndxe196504.html
03/1965,2,https://nuforc.org/webreports/ndxe196503.html
02/1965,4,https://nuforc.org/webreports/ndxe196502.html
01/1965,5,https://nuforc.org/webreports/ndxe196501.html
11/1964,5,https://nuforc.org/webreports/ndxe196411.html
10/1964,5,https://nuforc.org/webreports/ndxe196410.html
09/1964,13,https://nuforc.org/webreports/ndxe196409.html
08/1964,20,https://nuforc.org/webreports/ndxe196408.html
07/1964,21,https://nuforc.org/webreports/ndxe196407.html
06/1964,37,https://nuforc.org/webreports/ndxe196406.html
05/1964,9,https://nuforc.org/webreports/ndxe196405.html
04/1964,4,https://nuforc.org/webreports/ndxe196404.html
03/1964,4,https://nuforc.org/webreports/ndxe196403.html
02/1964,1,https://nuforc.org/webreports/ndxe196402.html
01/1964,3,https://nuforc.org/webreports/ndxe196401.html
12/1963,1,https://nuforc.org/webreports/ndxe196312.html
11/1963,3,https://nuforc.org/webreports/ndxe196311.html
10/1963,5,https://nuforc.org/webreports/ndxe196310.html
09/1963,1,https://nuforc.org/webreports/ndxe196309.html
08/1963,10,https://nuforc.org/webreports/ndxe196308.html
07/1963,21,https://nuforc.org/webreports/ndxe196307.html
06/1963,40,https://nuforc.org/webreports/ndxe196306.html
05/1963,10,https://nuforc.org/webreports/ndxe196305.html
04/1963,5,https://nuforc.org/webreports/ndxe196304.html
03/1963,4,https://nuforc.org/webreports/ndxe196303.html
02/1963,2,https://nuforc.org/webreports/ndxe196302.html
01/1963,4,https://nuforc.org/webreports/ndxe196301.html
12/1962,1,https://nuforc.org/webreports/ndxe196212.html
11/1962,5,https://nuforc.org/webreports/ndxe196211.html
10/1962,3,https://nuforc.org/webreports/ndxe196210.html
09/1962,9,https://nuforc.org/webreports/ndxe196209.html
08/1962,11,https://nuforc.org/webreports/ndxe196208.html
07/1962,17,https://nuforc.org/webreports/ndxe196207.html
06/1962,27,https://nuforc.org/webreports/ndxe196206.html
05/1962,5,https://nuforc.org/webreports/ndxe196205.html
04/1962,2,https://nuforc.org/webreports/ndxe196204.html
03/1962,7,https://nuforc.org/webreports/ndxe196203.html
02/1962,2,https://nuforc.org/webreports/ndxe196202.html
01/1962,1,https://nuforc.org/webreports/ndxe196201.html
12/1961,4,https://nuforc.org/webreports/ndxe196112.html
11/1961,2,https://nuforc.org/webreports/ndxe196111.html
10/1961,6,https://nuforc.org/webreports/ndxe196110.html
09/1961,3,https://nuforc.org/webreports/ndxe196109.html
08/1961,9,https://nuforc.org/webreports/ndxe196108.html
07/1961,8,https://nuforc.org/webreports/ndxe196107.html
06/1961,17,https://nuforc.org/webreports/ndxe196106.html
05/1961,6,https://nuforc.org/webreports/ndxe196105.html
04/1961,3,https://nuforc.org/webreports/ndxe196104.html
03/1961,2,https://nuforc.org/webreports/ndxe196103.html
02/1961,2,https://nuforc.org/webreports/ndxe196102.html
01/1961,3,https://nuforc.org/webreports/ndxe196101.html
11/1960,3,https://nuforc.org/webreports/ndxe196011.html
10/1960,4,https://nuforc.org/webreports/ndxe196010.html
09/1960,7,https://nuforc.org/webreports/ndxe196009.html
08/1960,16,https://nuforc.org/webreports/ndxe196008.html
07/1960,15,https://nuforc.org/webreports/ndxe196007.html
06/1960,33,https://nuforc.org/webreports/ndxe196006.html
05/1960,4,https://nuforc.org/webreports/ndxe196005.html
04/1960,3,https://nuforc.org/webreports/ndxe196004.html
03/1960,2,https://nuforc.org/webreports/ndxe196003.html
02/1960,3,https://nuforc.org/webreports/ndxe196002.html
01/1960,1,https://nuforc.org/webreports/ndxe196001.html
12/1959,3,https://nuforc.org/webreports/ndxe195912.html
11/1959,2,https://nuforc.org/webreports/ndxe195911.html
10/1959,9,https://nuforc.org/webreports/ndxe195910.html
09/1959,4,https://nuforc.org/webreports/ndxe195909.html
08/1959,8,https://nuforc.org/webreports/ndxe195908.html
07/1959,12,https://nuforc.org/webreports/ndxe195907.html
06/1959,21,https://nuforc.org/webreports/ndxe195906.html
05/1959,4,https://nuforc.org/webreports/ndxe195905.html
04/1959,3,https://nuforc.org/webreports/ndxe195904.html
03/1959,3,https://nuforc.org/webreports/ndxe195903.html
01/1959,1,https://nuforc.org/webreports/ndxe195901.html
12/1958,2,https://nuforc.org/webreports/ndxe195812.html
11/1958,2,https://nuforc.org/webreports/ndxe195811.html
10/1958,3,https://nuforc.org/webreports/ndxe195810.html
09/1958,7,https://nuforc.org/webreports/ndxe195809.html
08/1958,7,https://nuforc.org/webreports/ndxe195808.html
07/1958,9,https://nuforc.org/webreports/ndxe195807.html
06/1958,25,https://nuforc.org/webreports/ndxe195806.html
05/1958,4,https://nuforc.org/webreports/ndxe195805.html
04/1958,4,https://nuforc.org/webreports/ndxe195804.html
02/1958,1,https://nuforc.org/webreports/ndxe195802.html
01/1958,4,https://nuforc.org/webreports/ndxe195801.html
12/1957,1,https://nuforc.org/webreports/ndxe195712.html
11/1957,3,https://nuforc.org/webreports/ndxe195711.html
10/1957,9,https://nuforc.org/webreports/ndxe195710.html
09/1957,9,https://nuforc.org/webreports/ndxe195709.html
08/1957,15,https://nuforc.org/webreports/ndxe195708.html
07/1957,17,https://nuforc.org/webreports/ndxe195707.html
06/1957,26,https://nuforc.org/webreports/ndxe195706.html
05/1957,3,https://nuforc.org/webreports/ndxe195705.html
04/1957,3,https://nuforc.org/webreports/ndxe195704.html
03/1957,4,https://nuforc.org/webreports/ndxe195703.html
01/1957,1,https://nuforc.org/webreports/ndxe195701.html
12/1956,2,https://nuforc.org/webreports/ndxe195612.html
11/1956,2,https://nuforc.org/webreports/ndxe195611.html
10/1956,4,https://nuforc.org/webreports/ndxe195610.html
09/1956,4,https://nuforc.org/webreports/ndxe195609.html
08/1956,3,https://nuforc.org/webreports/ndxe195608.html
07/1956,8,https://nuforc.org/webreports/ndxe195607.html
06/1956,28,https://nuforc.org/webreports/ndxe195606.html
05/1956,3,https://nuforc.org/webreports/ndxe195605.html
04/1956,1,https://nuforc.org/webreports/ndxe195604.html
03/1956,4,https://nuforc.org/webreports/ndxe195603.html
02/1956,1,https://nuforc.org/webreports/ndxe195602.html
01/1956,2,https://nuforc.org/webreports/ndxe195601.html
10/1955,6,https://nuforc.org/webreports/ndxe195510.html
09/1955,2,https://nuforc.org/webreports/ndxe195509.html
08/1955,6,https://nuforc.org/webreports/ndxe195508.html
07/1955,6,https://nuforc.org/webreports/ndxe195507.html
06/1955,22,https://nuforc.org/webreports/ndxe195506.html
05/1955,3,https://nuforc.org/webreports/ndxe195505.html
03/1955,1,https://nuforc.org/webreports/ndxe195503.html
02/1955,2,https://nuforc.org/webreports/ndxe195502.html
01/1955,2,https://nuforc.org/webreports/ndxe195501.html
12/1954,2,https://nuforc.org/webreports/ndxe195412.html
11/1954,3,https://nuforc.org/webreports/ndxe195411.html
10/1954,3,https://nuforc.org/webreports/ndxe195410.html
09/1954,3,https://nuforc.org/webreports/ndxe195409.html
08/1954,8,https://nuforc.org/webreports/ndxe195408.html
07/1954,12,https://nuforc.org/webreports/ndxe195407.html
06/1954,27,https://nuforc.org/webreports/ndxe195406.html
05/1954,2,https://nuforc.org/webreports/ndxe195405.html
04/1954,1,https://nuforc.org/webreports/ndxe195404.html
02/1954,3,https://nuforc.org/webreports/ndxe195402.html
01/1954,4,https://nuforc.org/webreports/ndxe195401.html
11/1953,4,https://nuforc.org/webreports/ndxe195311.html
10/1953,2,https://nuforc.org/webreports/ndxe195310.html
09/1953,2,https://nuforc.org/webreports/ndxe195309.html
08/1953,6,https://nuforc.org/webreports/ndxe195308.html
07/1953,7,https://nuforc.org/webreports/ndxe195307.html
06/1953,12,https://nuforc.org/webreports/ndxe195306.html
05/1953,2,https://nuforc.org/webreports/ndxe195305.html
04/1953,6,https://nuforc.org/webreports/ndxe195304.html
03/1953,1,https://nuforc.org/webreports/ndxe195303.html
01/1953,2,https://nuforc.org/webreports/ndxe195301.html
12/1952,3,https://nuforc.org/webreports/ndxe195212.html
10/1952,5,https://nuforc.org/webreports/ndxe195210.html
09/1952,3,https://nuforc.org/webreports/ndxe195209.html
08/1952,5,https://nuforc.org/webreports/ndxe195208.html
07/1952,17,https://nuforc.org/webreports/ndxe195207.html
06/1952,27,https://nuforc.org/webreports/ndxe195206.html
05/1952,2,https://nuforc.org/webreports/ndxe195205.html
04/1952,2,https://nuforc.org/webreports/ndxe195204.html
02/1952,2,https://nuforc.org/webreports/ndxe195202.html
01/1952,1,https://nuforc.org/webreports/ndxe195201.html
12/1951,1,https://nuforc.org/webreports/ndxe195112.html
11/1951,1,https://nuforc.org/webreports/ndxe195111.html
10/1951,1,https://nuforc.org/webreports/ndxe195110.html
08/1951,3,https://nuforc.org/webreports/ndxe195108.html
07/1951,8,https://nuforc.org/webreports/ndxe195107.html
06/1951,9,https://nuforc.org/webreports/ndxe195106.html
05/1951,1,https://nuforc.org/webreports/ndxe195105.html
04/1951,1,https://nuforc.org/webreports/ndxe195104.html
03/1951,1,https://nuforc.org/webreports/ndxe195103.html
02/1951,3,https://nuforc.org/webreports/ndxe195102.html
01/1951,1,https://nuforc.org/webreports/ndxe195101.html
12/1950,1,https://nuforc.org/webreports/ndxe195012.html
10/1950,2,https://nuforc.org/webreports/ndxe195010.html
09/1950,1,https://nuforc.org/webreports/ndxe195009.html
08/1950,3,https://nuforc.org/webreports/ndxe195008.html
07/1950,8,https://nuforc.org/webreports/ndxe195007.html
06/1950,18,https://nuforc.org/webreports/ndxe195006.html
05/1950,2,https://nuforc.org/webreports/ndxe195005.html
04/1950,3,https://nuforc.org/webreports/ndxe195004.html
03/1950,1,https://nuforc.org/webreports/ndxe195003.html
01/1950,2,https://nuforc.org/webreports/ndxe195001.html
12/1949,1,https://nuforc.org/webreports/ndxe194912.html
10/1949,3,https://nuforc.org/webreports/ndxe194910.html
09/1949,2,https://nuforc.org/webreports/ndxe194909.html
08/1949,5,https://nuforc.org/webreports/ndxe194908.html
07/1949,3,https://nuforc.org/webreports/ndxe194907.html
06/1949,6,https://nuforc.org/webreports/ndxe194906.html
05/1949,2,https://nuforc.org/webreports/ndxe194905.html
04/1949,1,https://nuforc.org/webreports/ndxe194904.html
12/1948,1,https://nuforc.org/webreports/ndxe194812.html
11/1948,1,https://nuforc.org/webreports/ndxe194811.html
08/1948,2,https://nuforc.org/webreports/ndxe194808.html
07/1948,1,https://nuforc.org/webreports/ndxe194807.html
06/1948,7,https://nuforc.org/webreports/ndxe194806.html
05/1948,1,https://nuforc.org/webreports/ndxe194805.html
04/1948,1,https://nuforc.org/webreports/ndxe194804.html
12/1947,1,https://nuforc.org/webreports/ndxe194712.html
10/1947,3,https://nuforc.org/webreports/ndxe194710.html
08/1947,5,https://nuforc.org/webreports/ndxe194708.html
07/1947,22,https://nuforc.org/webreports/ndxe194707.html
06/1947,14,https://nuforc.org/webreports/ndxe194706.html
04/1947,2,https://nuforc.org/webreports/ndxe194704.html
02/1947,1,https://nuforc.org/webreports/ndxe194702.html
01/1947,3,https://nuforc.org/webreports/ndxe194701.html
12/1946,1,https://nuforc.org/webreports/ndxe194612.html
09/1946,2,https://nuforc.org/webreports/ndxe194609.html
07/1946,2,https://nuforc.org/webreports/ndxe194607.html
06/1946,4,https://nuforc.org/webreports/ndxe194606.html
05/1946,1,https://nuforc.org/webreports/ndxe194605.html
03/1946,1,https://nuforc.org/webreports/ndxe194603.html
02/1946,1,https://nuforc.org/webreports/ndxe194602.html
01/1946,1,https://nuforc.org/webreports/ndxe194601.html
12/1945,1,https://nuforc.org/webreports/ndxe194512.html
08/1945,2,https://nuforc.org/webreports/ndxe194508.html
07/1945,2,https://nuforc.org/webreports/ndxe194507.html
06/1945,7,https://nuforc.org/webreports/ndxe194506.html
05/1945,1,https://nuforc.org/webreports/ndxe194505.html
04/1945,1,https://nuforc.org/webreports/ndxe194504.html
01/1945,1,https://nuforc.org/webreports/ndxe194501.html
09/1944,1,https://nuforc.org/webreports/ndxe194409.html
08/1944,1,https://nuforc.org/webreports/ndxe194408.html
07/1944,2,https://nuforc.org/webreports/ndxe194407.html
06/1944,4,https://nuforc.org/webreports/ndxe194406.html
04/1944,2,https://nuforc.org/webreports/ndxe194404.html
03/1944,1,https://nuforc.org/webreports/ndxe194403.html
01/1944,3,https://nuforc.org/webreports/ndxe194401.html
10/1943,1,https://nuforc.org/webreports/ndxe194310.html
09/1943,1,https://nuforc.org/webreports/ndxe194309.html
08/1943,3,https://nuforc.org/webreports/ndxe194308.html
06/1943,3,https://nuforc.org/webreports/ndxe194306.html
04/1943,1,https://nuforc.org/webreports/ndxe194304.html
01/1943,1,https://nuforc.org/webreports/ndxe194301.html
11/1942,1,https://nuforc.org/webreports/ndxe194211.html
07/1942,1,https://nuforc.org/webreports/ndxe194207.html
06/1942,1,https://nuforc.org/webreports/ndxe194206.html
02/1942,4,https://nuforc.org/webreports/ndxe194202.html
07/1941,2,https://nuforc.org/webreports/ndxe194107.html
06/1941,2,https://nuforc.org/webreports/ndxe194106.html
06/1940,1,https://nuforc.org/webreports/ndxe194006.html
07/1939,1,https://nuforc.org/webreports/ndxe193907.html
06/1939,2,https://nuforc.org/webreports/ndxe193906.html
06/1938,1,https://nuforc.org/webreports/ndxe193806.html
08/1937,1,https://nuforc.org/webreports/ndxe193708.html
06/1937,2,https://nuforc.org/webreports/ndxe193706.html
10/1936,1,https://nuforc.org/webreports/ndxe193610.html
09/1936,1,https://nuforc.org/webreports/ndxe193609.html
07/1936,1,https://nuforc.org/webreports/ndxe193607.html
06/1935,1,https://nuforc.org/webreports/ndxe193506.html
09/1934,1,https://nuforc.org/webreports/ndxe193409.html
04/1933,1,https://nuforc.org/webreports/ndxe193304.html
10/1932,1,https://nuforc.org/webreports/ndxe193210.html
02/1932,1,https://nuforc.org/webreports/ndxe193202.html
06/1931,1,https://nuforc.org/webreports/ndxe193106.html
02/1931,1,https://nuforc.org/webreports/ndxe193102.html
08/1930,1,https://nuforc.org/webreports/ndxe193008.html
06/1930,4,https://nuforc.org/webreports/ndxe193006.html
07/1929,1,https://nuforc.org/webreports/ndxe192907.html
01/1929,1,https://nuforc.org/webreports/ndxe192901.html
07/1928,1,https://nuforc.org/webreports/ndxe192807.html
12/1925,1,https://nuforc.org/webreports/ndxe192512.html
12/1922,1,https://nuforc.org/webreports/ndxe192212.html
08/1920,1,https://nuforc.org/webreports/ndxe192008.html
06/1920,2,https://nuforc.org/webreports/ndxe192006.html
06/1918,1,https://nuforc.org/webreports/ndxe191806.html
10/1917,2,https://nuforc.org/webreports/ndxe191710.html
04/1916,1,https://nuforc.org/webreports/ndxe191604.html
12/1914,1,https://nuforc.org/webreports/ndxe191412.html
09/1914,1,https://nuforc.org/webreports/ndxe191409.html
06/1910,1,https://nuforc.org/webreports/ndxe191006.html
05/1910,1,https://nuforc.org/webreports/ndxe191005.html
01/1910,1,https://nuforc.org/webreports/ndxe191001.html
06/1907,1,https://nuforc.org/webreports/ndxe190706.html
11/1906,1,https://nuforc.org/webreports/ndxe190611.html
07/1905,2,https://nuforc.org/webreports/ndxe190507.html
06/1899,1,https://nuforc.org/webreports/ndxe189906.html
06/1898,1,https://nuforc.org/webreports/ndxe189806.html
04/1897,2,https://nuforc.org/webreports/ndxe189704.html
06/1896,1,https://nuforc.org/webreports/ndxe189606.html
10/1886,1,https://nuforc.org/webreports/ndxe188610.html
12/1880,1,https://nuforc.org/webreports/ndxe188012.html
06/1871,1,https://nuforc.org/webreports/ndxe187106.html
06/1865,1,https://nuforc.org/webreports/ndxe186506.html
05/1864,2,https://nuforc.org/webreports/ndxe186405.html
03/1861,1,https://nuforc.org/webreports/ndxe186103.html
08/1860,1,https://nuforc.org/webreports/ndxe186008.html
04/1800,1,https://nuforc.org/webreports/ndxe180004.html
06/1790,1,https://nuforc.org/webreports/ndxe179006.html
12/1762,1,https://nuforc.org/webreports/ndxe176212.html
02/1721,1,https://nuforc.org/webreports/ndxe172102.html
